sid,bout,text,has_foul,ml_prob,pred_foul
52,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"rebecki rips open a cut on duncan's left eye, and duncan completely ignores it as he bashes rebecki in the swollen eye.",0,0.035696649099619594,0
53,Chris Duncan (156) vs. Mateusz Rebecki (155.5),just bleed indeed.,0,0.0013749116889539745,0
54,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"rebecki has his right eye closed, and duncan closes in to tie him up to get a few seconds to catch his wind before they re-engage.",0,0.03567665455279621,0
55,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"duncan stabs the body with his foot, and rebecki is right in his face slugging him.",0,0.0013749116889539745,0
56,Chris Duncan (156) vs. Mateusz Rebecki (155.5),rebecki loops a left hand and zips an uppercut through the guard.,0,0.0013749116889539745,0
57,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"both men are bloodied and battered, but they continue to bang.",0,0.0013749116889539745,0
58,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"duncan wobbles back, starting to feel it himself, and rebecki somehow is willing himself into a second or third wind.",0,0.0013749116889539745,0
59,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"duncan pushes ""chinczyk"" to the fence, and rebecki explodes out and hurls punches in bunches.",0,0.035645775101684034,0
60,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"duncan boots him in the head, and rebecki is impossibly tough as he tanks it and keeps throwing caution to the wind.",0,0.0013749116889539745,0
61,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"duncan lines up a knee to the forehead, and rebecki unloads several uppercuts on the inside.",0,0.0013749116889539745,0
62,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"they split up, and smash one another in the face right until time expires.",0,0.0013749116889539745,0
63,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"blood pours out of various wounds on both men, and rebecki collapses to his knees while duncan raises his arms in the air.",0,0.0013749116889539745,0
64,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"what a titanic tussle, somehow outdoing the match before it and putting itself in contention for ""fight of the year.""",0,0.0013749116889539745,0
65,Chris Duncan (156) vs. Mateusz Rebecki (155.5),tldr?,0,0.0013749116889539745,0
66,Chris Duncan (156) vs. Mateusz Rebecki (155.5),go back and watch this somehow.,0,0.0013749116889539745,0
67,Chris Duncan (156) vs. Mateusz Rebecki (155.5),sherdog scores jay pettry scores the round: 10-9 duncan (29-28 duncan) chris laporte scores the round: 10-9 duncan (29-28 rebecki) dayne fox scores the round: 10-9 duncan (29-28 rebecki) the official result chris duncan def.,0,0.0013749116889539745,0
68,Chris Duncan (156) vs. Mateusz Rebecki (155.5),"mateusz rebecki via unanimous decision (29-28, 29-28, 30-27)",0,0.0013749116889539745,0
1,Tatsuro Taira (126) vs. Hyun Sung Park (126),tatsuro taira (126) vs.,0,0.0013749116889539745,0
2,Tatsuro Taira (126) vs. Hyun Sung Park (126),"hyun sung park (126) betting preview | scouting report | odds: taira (-250); park (+200) round 1 rather than go up against amir albazi in a match that would propel him back into title contention, taira (16-1, 6-1 ufc) now faces a foe arguably more dangerous and less prominent than his initial adversary.",0,0.0013749116889539745,0
3,Tatsuro Taira (126) vs. Hyun Sung Park (126),"""peace of mind"" park (10-0, 3-0 ufc) has yet to taste defeat as a pro and has notched nine of ten victories inside the distance, so both taira and referee mark smith will need to be on their toes for this five-round flyweight affair.",0,0.003230184303274049,0
4,Tatsuro Taira (126) vs. Hyun Sung Park (126),the fighters come together to miss their first attempt at a glove touch and then finally meet with a sporting bump of gloves before engaging.,0,0.0013749116889539745,0
5,Tatsuro Taira (126) vs. Hyun Sung Park (126),it's on with the show.,0,0.0013749116889539745,0
6,Tatsuro Taira (126) vs. Hyun Sung Park (126),a high-five is additionally shared before combat ensues.,0,0.0013749116889539745,0
7,Tatsuro Taira (126) vs. Hyun Sung Park (126),"a low kick from park is offered early, and taira measures him from a safe distance.",0,0.0013749116889539745,0
8,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira tosses out his own leg kick, and then nails park with two right hands.",0,0.0013749116889539745,0
9,Tatsuro Taira (126) vs. Hyun Sung Park (126),"the second punch sends park flying, and taira leaps on top of the downed fighter to establish top position.",0,0.0013749116889539745,0
10,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira laces his legs around park's, preferring to slow things down even further to take any weapons away from his foe.",0,0.0013749116889539745,0
11,Tatsuro Taira (126) vs. Hyun Sung Park (126),"park scrambles and returns to his knees, and taira clings to him from behind with a leg laced between his foe's.",0,0.0013749116889539745,0
12,Tatsuro Taira (126) vs. Hyun Sung Park (126),"park leans against the wall and hooks his fingers in taira's gloves, to which smith warns him.",0,0.023369417575317415,0
13,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira secures a mat return as he trips park out, and park is able to stand once more.",0,0.0013749116889539745,0
14,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira wraps up a body triangle around the waist when he jumps onto park's back, where he quickly follows by hooks one arm around the south korean's face.",0,0.0013749116889539745,0
15,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira switches his arms when the choke does not succeed immediately, and park hand-fights well enough to defend while landing elbows on the thigh.",0,0.0013749116889539745,0
16,Tatsuro Taira (126) vs. Hyun Sung Park (126),"park sacrifice slams himself on his own back to knock the wind out of taira, and taira clings to him and has both hooks around the body but loses the lock.",0,0.001647203499088176,0
17,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira is warned this time for grabbing inside the gloves, and he turns park over and hammers him with a right hand.",0,0.0032776758930819607,0
18,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira sits on his back while park is on his knees, and he slugs park a few times.",0,0.0013749116889539745,0
19,Tatsuro Taira (126) vs. Hyun Sung Park (126),park responds with a pair of back elbows before the horn blares.,0,0.0013749116889539745,0
20,Tatsuro Taira (126) vs. Hyun Sung Park (126),"sherdog scores jay pettry scores the round: 10-9 taira chris laporte scores the round: 10-9 taira dayne fox scores the round: 10-9 taira round 2 the flyweights touch gloves to get started in the second stanza, with taira bouncing on his heels in and out.",0,0.0013749116889539745,0
21,Tatsuro Taira (126) vs. Hyun Sung Park (126),"park slaps a leg kick home and eats a right hand, and taira shoots a big takedown behind it and elevates the south korean.",0,0.0013749116889539745,0
22,Tatsuro Taira (126) vs. Hyun Sung Park (126),"picking park up like a sack of potatoes, taira slams park down.",0,0.0013749116889539745,0
23,Tatsuro Taira (126) vs. Hyun Sung Park (126),"park scrambles as he stands, and taira takes his back 40 seconds into the round.",0,0.0013749116889539745,0
24,Tatsuro Taira (126) vs. Hyun Sung Park (126),"taira fastens the body triangle, keeping it low so that park cannot twist out of it.taira grips hold of a rear-naked choke, placing it on the chin but not able to slide it under the jaw.",0,0.0013749116889539745,0
25,Tatsuro Taira (126) vs. Hyun Sung Park (126),"the vice-like squeeze is far too much pressure exerted on the jaw, and park is stunned that he is trapped in this precarious position so soon.",0,0.0013749116889539745,0
26,Tatsuro Taira (126) vs. Hyun Sung Park (126),"as taira uses all of his energy to serve as a japanese jawbreaker, park taps out frantically before it cracks or he is deprived of blood flowâit has happened before, a technical submission via face crank, but this one will be registered as a standard submission.",0,0.0013749116889539745,0
27,Tatsuro Taira (126) vs. Hyun Sung Park (126),"smith sees the tap and breaks up the fighters, with taira having successfully completed the one-sided performance with a tapout.",0,0.0013749116889539745,0
28,Tatsuro Taira (126) vs. Hyun Sung Park (126),"on his post-fight interview, taira unleashes a scream of victory, and he calls out the winner of the title fight between alexandre pantoja and joshua van that has not yet been scheduled.",0,0.0013749116889539745,0
29,Tatsuro Taira (126) vs. Hyun Sung Park (126),"commentator michael bisping suggests that taira, who bounced back successfully from his first loss with a solid stoppage, needs at least another win before qualifying for championship stakes.",0,0.0013749116889539745,0
30,Tatsuro Taira (126) vs. Hyun Sung Park (126),"the japanese youngster does not budge, asking again to face pantoja.",0,0.0013749116889539745,0
31,Tatsuro Taira (126) vs. Hyun Sung Park (126),"although unlikely for him to get what he asked for immediately, he will likely have a big fight in store for him in his next outing.",0,0.0013749116889539745,0
32,Tatsuro Taira (126) vs. Hyun Sung Park (126),"we will be here for it, and we hope you are too.",0,0.0013749116889539745,0
33,Tatsuro Taira (126) vs. Hyun Sung Park (126),the official result tatsuro taira def.,0,0.0013749116889539745,0
34,Tatsuro Taira (126) vs. Hyun Sung Park (126),hyun sung park r2 1:06 via submission (face crank),0,0.0013749116889539745,0
1,Martin Buday (266) vs. Marcus Almeida (254),martin buday (266) vs.,0,0.0013749116889539745,0
2,Martin Buday (266) vs. Marcus Almeida (254),"marcus almeida (254) betting preview | scouting report | odds: almeida (-210); buday (+175) round 1 a couple weeks removed from the dramatic conclusion of the heavyweight decision streak, the promotion opens up its event in abu dhabi, united arab emirates, with big men kicking things off.",0,0.0013749116889539745,0
3,Martin Buday (266) vs. Marcus Almeida (254),"the massive buday (15-2, 6-1 ufc), who cuts a significant amount of weight to get to the 266-pound limit, will have some serious poundage in his favor when he faces almeida (5-1, 0-0 ufc).",0,0.0013749116889539745,0
4,Martin Buday (266) vs. Marcus Almeida (254),"the latter recently came over from one championship, and he will be making a short-notice debut while looking to keep his 100% finish rate intact.",0,0.0013749116889539745,0
5,Martin Buday (266) vs. Marcus Almeida (254),"the big fellas meet in the middle without a glove touch as referee marc goddard clocks them in, and it's on with the show. (function (v,i) { let screenwidth = i.innerwidth; if (screenwidth <= 400) { document.getelementbyid('adviai').style.display = 'none'; return; } var scp = v.createelement('script'), config = { channelid: '0nqr3w5ff', adunittype: '2', publisherid: '256607409443141', placementid: 'pltu2jigmatxi9xw18z', divid: '', iab_category: 'iab17', keywords: '', language: 'en-us', bg_color: '', text_color: '', font: '', fontsize: '', }; scp.src='https://s.vi-serve.com/tagloader.js'; scp.type = 'text/javascript'; scp.async = true; scp.onload = function() { i[btoa('video intelligence start')].init(config); }; (v.getelementsbytagname('head')[0] || v.documentelement.appendchild(v.createelement('head'))).appendchild(scp); })(document, window); advertisement buday opts against the glove touch so he can sprint at his opponent, and he is quick to prepare himself to defend against the takedown.",0,0.0013749116889539745,0
6,Martin Buday (266) vs. Marcus Almeida (254),"""buchecha"" tries for a single-leg takedown, and buday's sheer size allows him to squash almeida and push him down to the mat.",0,0.0013749116889539745,0
7,Martin Buday (266) vs. Marcus Almeida (254),"buday backs off, smacks his foe's lead leg a few times with kicks, and goddard has the newcomer stand up.",0,0.0013749116889539745,0
8,Martin Buday (266) vs. Marcus Almeida (254),"buday jabs his way forward, and he stops another single in its tracks.",0,0.0013749116889539745,0
9,Martin Buday (266) vs. Marcus Almeida (254),"buday fights off a third by pushing almeida to his back, landing a hammerfist or two before getting the heck out of dodge and not playing in the guard of the bjj wiz.",0,0.0013749116889539745,0
10,Martin Buday (266) vs. Marcus Almeida (254),"goddard has almeida stand up again, and the fighters both launch single punches at one another.",0,0.0013749116889539745,0
11,Martin Buday (266) vs. Marcus Almeida (254),"almeida scores an overhand right in an effort to set up a takedown, but he runs into a slovakian stone wall once more.",0,0.0013749116889539745,0
12,Martin Buday (266) vs. Marcus Almeida (254),"buday is unconcerned with the wrestling of his adversary, allowing him to open up with heavy punches including a right hand over the top that makes almeida's eyes go wide.",0,0.035645775101684034,0
13,Martin Buday (266) vs. Marcus Almeida (254),"almeida shoots for a single, and buday stops it with ease and dings his man with an uppercut.",0,0.0013749116889539745,0
14,Martin Buday (266) vs. Marcus Almeida (254),"almeida goes to the well with another single, and there is nothing to it as he gets clocked with a right hand on the break.",0,0.0013749116889539745,0
15,Martin Buday (266) vs. Marcus Almeida (254),"almeida wobbles back and tries to recover, even probing buday with a right hand of his own, but buday hits harder and more frequently.",0,0.0013749116889539745,0
16,Martin Buday (266) vs. Marcus Almeida (254),"buday gets right in almeida's face to slug with him, and almeida wants nothing to do with mindless brawling.",0,0.0013749116889539745,0
17,Martin Buday (266) vs. Marcus Almeida (254),"""buchecha"" circles around the outside to drive a knee to the midsection, and the two tie up and knee one another repeatedly.",0,0.0013749116889539745,0
18,Martin Buday (266) vs. Marcus Almeida (254),"almeida gets buday's attention while they trade, but his subsequent takedown is stood up without much effort.",0,0.0013749116889539745,0
19,Martin Buday (266) vs. Marcus Almeida (254),the round ends in the clinch.,0,0.0013749116889539745,0
20,Martin Buday (266) vs. Marcus Almeida (254),"sherdog scores jay pettry scores the round: 10-9 buday chris laporte scores the round: 10-9 buday tyler treese scores the round: 10-9 buday round 2 buday ambles awkwardly out of his corner to engage without any interest in touching gloves, engaging quickly with the grappler with long punches and low kicks.",0,0.0013749116889539745,0
21,Martin Buday (266) vs. Marcus Almeida (254),"almeida bobs to fake takedowns, and buday does not bite as he punches almeida square in the face.",0,0.0013749116889539745,0
22,Martin Buday (266) vs. Marcus Almeida (254),"his leg kick is starting to do some damage as well, as he mixes it in every so often.",0,0.0013749116889539745,0
23,Martin Buday (266) vs. Marcus Almeida (254),"when ""buchecha"" tosses out a naked front kick, he gets smacked with a right hand over the top.",0,0.0013749116889539745,0
24,Martin Buday (266) vs. Marcus Almeida (254),"almeida rushes forward for a single, and he decides to just tackle buday to the floor without any further technique to it.",0,0.0013749116889539745,0
25,Martin Buday (266) vs. Marcus Almeida (254),"he succeeds this time, where he lands in half guard and revs up his jitz engine.",0,0.0013749116889539745,0
26,Martin Buday (266) vs. Marcus Almeida (254),"almeida softens buday up with punches and elbows to the midsection, and buday holds onto almeida's face with both hands.",0,0.0013749116889539745,0
27,Martin Buday (266) vs. Marcus Almeida (254),"buday keeps his hands on almeida's face to stop him from high-amplitude strikes or a submission setup, but almeida still wants buday's left arm.",0,0.0013749116889539745,0
28,Martin Buday (266) vs. Marcus Almeida (254),"almeida grips hold of a two-on-one wrist lock to set up a kimura, but buday twist and turns his way out of it.",0,0.0013749116889539745,0
29,Martin Buday (266) vs. Marcus Almeida (254),"as buday scrambles, he inadvertently gives up his back while on his knees, and almeida pounces like a hungry animal to finish his hunt for his prey.",0,0.001480600093691482,0
30,Martin Buday (266) vs. Marcus Almeida (254),"almeida opts to shell buday on both sides of the head rather than going for a sub, and some of his blows land on the back of the head.",1,0.7173179079227923,1
31,Martin Buday (266) vs. Marcus Almeida (254),"buday scoots his way to the fencing in hopes of standing, and he takes advantage of a mistake from the grappler by hurling almeida to his back.",0,0.035645775101684034,0
32,Martin Buday (266) vs. Marcus Almeida (254),"almeida appears to be fading fast, laying flat on his back taking deep breaths.",0,0.0013749116889539745,0
33,Martin Buday (266) vs. Marcus Almeida (254),"buday lays on top of him, hanging out in the guard away from submission danger so he can rattle off some ground-and-pound before the horn sounds.",0,0.0013749116889539745,0
34,Martin Buday (266) vs. Marcus Almeida (254),"sherdog scores jay pettry scores the round: 10-9 buday chris laporte scores the round: 10-9 almeida tyler treese scores the round: 10-9 almeida round 3 there is a glove touch between the heavyweights, and they start talking to one another.",0,0.0013749116889539745,0
35,Martin Buday (266) vs. Marcus Almeida (254),"buday reintroduces himself with punches and a calf kick, and almeida has no immediate answer.",0,0.0013749116889539745,0
36,Martin Buday (266) vs. Marcus Almeida (254),"buday meanders forward, ignoring what comes his way so he can clip the newcomer with a right hand behind the ear.",0,0.0013749116889539745,0
37,Martin Buday (266) vs. Marcus Almeida (254),"almeida wobbles back, struggling to keep his composure, and buday slowly walks him down and cracks him again with a left.",0,0.0013749116889539745,0
38,Martin Buday (266) vs. Marcus Almeida (254),"almeida shoots in for a takedown that is telegraphed, and he blows past his opponent.",0,0.0013749116889539745,0
39,Martin Buday (266) vs. Marcus Almeida (254),"buday loops a left hand up top, and it is one-and-done as he has to defend from a takedown.",0,0.0013749116889539745,0
40,Martin Buday (266) vs. Marcus Almeida (254),"the slovakian pushes his weight on the back of almeida's neck to hold him down, and he stops another shot and misses a knee by a matter of inches.",0,0.0013749116889539745,0
41,Martin Buday (266) vs. Marcus Almeida (254),"almeida is a dog with a bone looking for takedowns, but while the spirit is willing, the flesh is spongy and weak.",0,0.0013749116889539745,0
42,Martin Buday (266) vs. Marcus Almeida (254),"buday nails almeida at any open opportunity when not shutting down the takedown, and he decides that it is time to wade into the guard at the midpoint of the round.",0,0.0013749116889539745,0
43,Martin Buday (266) vs. Marcus Almeida (254),"buday lowers himself down and starts beating down the grappler with elbows, with almeida nearly pulling guard to get him there.",0,0.0013749116889539745,0
44,Martin Buday (266) vs. Marcus Almeida (254),"as buday keeps striking, he gets a bit reckless and sits up, and this allows ""buchecha"" to explode and swirl around to take buday's back.",0,0.0013749116889539745,0
45,Martin Buday (266) vs. Marcus Almeida (254),"buday turns, and in the process, almeida gets both hooks in and secures back control.",0,0.0013749116889539745,0
46,Martin Buday (266) vs. Marcus Almeida (254),"buday flails and forces almeida off of his back, allowing almeida to stand up and hover behind him smacking him with short shots on the side of the head.",0,0.0013749116889539745,0
47,Martin Buday (266) vs. Marcus Almeida (254),"buday stands, and almeida rolls to set up a crucifix but winds up on his back.",0,0.0013749116889539745,0
48,Martin Buday (266) vs. Marcus Almeida (254),buday starts raining down donkey kong-esque punches while almeida keeps his knee up as an additional blocking mechanism.,0,0.0013749116889539745,0
49,Martin Buday (266) vs. Marcus Almeida (254),"the close, messy fight comes to a close as both big men fall to their back in exhaustion after three rounds of mma without a stoppage.",0,0.0013749116889539745,0
50,Martin Buday (266) vs. Marcus Almeida (254),sherdog scores jay pettry scores the round: 10-9 almeida (29-28 buday) chris laporte scores the round: 10-9 almeida (29-28 almeida) tyler treese scores the round: 10-9 almeida (29-28 almeida) the official result martin buday def.,0,0.0013749116889539745,0
51,Martin Buday (266) vs. Marcus Almeida (254),"marcus almeida via unanimous decision (29-28, 29-28, 29-28)",0,0.0013749116889539745,0
1,Mohammad Yahya (146) vs. Steven Nguyen (145.5),mohammad yahya (146) vs.,0,0.0013749116889539745,0
2,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"steven nguyen (145.5) betting preview | scouting report | odds: nguyen (-350); yahya (+280) round 1 the only fighter of the 24 competing tonight actively from the event's host nation, yahya (12-5, 0-2 ufc) is facing an uphill battle and potential pink slip should things go awry tonight.",0,0.0013749116889539745,0
3,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"just like yahya, nguyen (9-2, 0-1 ufc) could use a win, and one of these two will right the ship a bit in the next 15 minutes or less.",0,0.0013749116889539745,0
4,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"referee jason herzog will be on guard for the featherweights, who opt to touch 'em up before getting started.",0,0.0013749116889539745,0
5,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen leads the dance almost instantly behind a low kick, and he counters a lazy body kick with a right hand that sends yahya flying.",0,0.0013749116889539745,0
6,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya works his way back to his feet, takes an illegal knee on the chin and still manages to keep moving.",1,0.10532720493893728,0
7,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen is in his groove, as he puts punches together and knocks yahya back to the wall.",0,0.0013749116889539745,0
8,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"the combinations and hand speed of the american crack yahya a second time, who falls to the mat for a moment before springing back up a second time.",0,0.0013749116889539745,0
9,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen does not go for broke, instead calmly pursuing his damaged adversary with combos leading off with solid right hands.",0,0.0013749116889539745,0
10,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya walks face-first into right hands, but he does get off a knee that slows nguyen for a moment.",0,0.0013749116889539745,0
11,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya spins wildly with a back fist that fails to land, and nguyen marches him down and decks him with a power right hand.",0,0.0013749116889539745,0
12,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"herzog calls for yahya to keep fighting, and nguyen tries to finish the job with standing-to-ground punches.",0,0.0013749116889539745,0
13,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya manages to will himself back to his feet, swelling developing on his forehead, and he strikes back to keep nguyen honest.",0,0.0013749116889539745,0
14,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen is cool as a cucumber, laying into yahya with accurate, dangerous blows.",0,0.0013749116889539745,0
15,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"for the fourth time, nguyen knocks yahya to the floor, and the two have not completed four minutes of combat yet.",0,0.0013749116889539745,0
16,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya is able to keep himself in the fight, but nguyen stings him again quickly in a flurry.",0,0.0013749116889539745,0
17,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya pays his foe back with a hard spinning back elbow, and this makes nguyen think twice about advancing recklessly.",0,0.0013749116889539745,0
18,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya offers step-in knees and body kicks to keep nguyen off of him, but nguyen is fearless and he smokes yahya with yet another right hand for what appears to be the fifth knockdown in the round.",0,0.0013749116889539745,0
19,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"with all his remaining horsepower, yahya tackles nguyen to the mat.",0,0.0013749116889539745,0
20,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen explodes back to his feet and sends yahya flying for the sixth time, in what should become a ufc record.",0,0.0013749116889539745,0
21,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya is dazed on his seat, and nguyen fastens a rear-naked choke that he cannot complete because time expires.",0,0.0013749116889539745,0
22,Mohammad Yahya (146) vs. Steven Nguyen (145.5),that might be one of the most one-sided rounds in ufc history in the books now.,0,0.0013749116889539745,0
23,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"sherdog scores jay pettry scores the round: 10-7 nguyen chris laporte scores the round: 10-8 nguyen tyler treese scores the round: 10-8 nguyen round 2 yahya somehow makes it out of the round and struggles to get back to his corner, but he gets to his stool and answers the bell.",0,0.0013749116889539745,0
24,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"to start the round, yahya stays away from his opponent until shooting for a takedown.",0,0.0013749116889539745,0
25,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"summoning every bit of will and reserves, yahya hurls a number of punches at ""the ninja"" until he manages to drop nguyen.",0,0.0013749116889539745,0
26,Mohammad Yahya (146) vs. Steven Nguyen (145.5),unbelievable!,0,0.0013749116889539745,0
27,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen bursts back to his feet unconcerned, as he is loaded for bear and ready to brawl.",0,0.0013749116889539745,0
28,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"brawl he does, as he collides a right hand into the busted eye socket of his opponent and sends him collapsing to the mat.",0,0.2965714030908283,0
29,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen delivers some fierce ground-and-pound that makes herzog call for yahya to do something, but nguyen slows down and cannot quite finish the job in this exchange.",0,0.0013749116889539745,0
30,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"moving into full mount, nguyen considers an arm-triangle choke, but yahya scrambles at the right moment to get back up, his left eye nearly closed.",0,0.03566239929869286,0
31,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"ever the gladiator, yahya goes right after nguyen when they restart, and the two trade leather.",0,0.0013749116889539745,0
32,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya may not be able to see out of his left eye, but he still lands on his target.",0,0.035689013544919795,0
33,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"the laser-accurate nguyen drills him with a right hand on the cheek, and a second staggers yahya for the umpteenth time.",0,0.0013749116889539745,0
34,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya grits his teeth and goes all-out with swarming punches and front kicks, and nguyen keeps his guard up and stops a subsequent takedown shot.",0,0.0013749116889539745,0
35,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"nguyen meanders forward, every strike hurting the uae native, and a left hook at the end of a combination stands yahya up.",0,0.0013749116889539745,0
36,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya swings back with a vengeance, and nguyen measures him with three crisp uppercuts for good measure.",0,0.0013749116889539745,0
37,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya steps in to nearly hit a takedown, but nguyen pops back up before officially being grounded.",0,0.0013749116889539745,0
38,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"yahya puts out punches, and when launching a lazy kick, nguyen floors him for what should be the seventh time.",0,0.0013749116889539745,0
39,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"as yahya lays on his back, the horn sounds, and it would be remarkable if this match continues.as the doctors tend to yahya between rounds, it does not take long for them to determine that he is in absolutely no condition to get punched in the face for another five minutes or so.",0,0.002006738659845626,0
40,Mohammad Yahya (146) vs. Steven Nguyen (145.5),"herzog waves the fight off.the defeated fighter's face is so swollen that it is reminiscent of the character quato from ""total recall,"" and it might be time for yahya to start the reactor.",0,0.0013749116889539745,0
41,Mohammad Yahya (146) vs. Steven Nguyen (145.5),sherdog scores jay pettry scores the round: 10-9 nguyen chris laporte scores the round: 10-9 nguyen tyler treese scores the round: 10-9 nguyen the official result steven nguyen def.,0,0.0013749116889539745,0
42,Mohammad Yahya (146) vs. Steven Nguyen (145.5),mohammad yahya r2 5:00 via tko (eye injury),0,0.035693820932990776,0
1,Ibo Aslan (204) vs. Billy Elekana (204.5),ibo aslan (204) vs.,0,0.0013749116889539745,0
2,Ibo Aslan (204) vs. Billy Elekana (204.5),"billy elekana (204.5) betting preview | scouting report | odds: aslan (-260); elekana (+215) round 1 sherdog's devin tejada has expressed quite a few words about the state of the ufc's light heavyweight division, namely that the combatants are still able to not just succeed but flourish despite being specialists in a field.",0,0.0013749116889539745,0
3,Ibo Aslan (204) vs. Billy Elekana (204.5),"in the era of the sport where well-rounded athletes tend to claim belts more often than single-skill experts, 205 pounds may be one of the exceptions.",0,0.0013749116889539745,0
4,Ibo Aslan (204) vs. Billy Elekana (204.5),"to wit, aslan (14-2, 2-1 ufc) has earned 14 wins, all 14 by knockout.",0,0.0013749116889539745,0
5,Ibo Aslan (204) vs. Billy Elekana (204.5),"his losses are both by submission, and california's elekana (7-2, 0-1 ufc) would like nothing more than to add a third submission defeat to his ledger.",0,0.0013749116889539745,0
6,Ibo Aslan (204) vs. Billy Elekana (204.5),"before the fists fly, referee jim perdios gets hold of the situation and starts the clock.",0,0.0013749116889539745,0
7,Ibo Aslan (204) vs. Billy Elekana (204.5),the 205ers touch gloves.,0,0.0013749116889539745,0
8,Ibo Aslan (204) vs. Billy Elekana (204.5),"aslan takes the center of the cage and offers distance strikes early, but he remains out of range.",0,0.035645775101684034,0
9,Ibo Aslan (204) vs. Billy Elekana (204.5),"they hand-fight while in alternate stances, with aslan in orthodox to elekana's southpaw.",0,0.0013749116889539745,0
10,Ibo Aslan (204) vs. Billy Elekana (204.5),"elekana lands first with a front kick to the stomach, and he misses a second that he uses to keep aslan from reaching him with his hands.",0,0.0013749116889539745,0
11,Ibo Aslan (204) vs. Billy Elekana (204.5),aslan slaps his foe back in the lead thigh with a kick.,0,0.0013749116889539745,0
12,Ibo Aslan (204) vs. Billy Elekana (204.5),"he strikes the same leg on the inside, but it is one-and-done as he has to dodge a straight right hand from his foe.",0,0.0013749116889539745,0
13,Ibo Aslan (204) vs. Billy Elekana (204.5),"elekana just misses a left hand down the pipe, and these two are approaching one another with an abundance of caution.",0,0.0013749116889539745,0
14,Ibo Aslan (204) vs. Billy Elekana (204.5),"they do not engage much, resulting in boos from the crowd.",0,0.0013749116889539745,0
15,Ibo Aslan (204) vs. Billy Elekana (204.5),"elekana lands a front kick, aslan gets him back with a left, and they take turns attacking one another.",0,0.0013749116889539745,0
16,Ibo Aslan (204) vs. Billy Elekana (204.5),"the fighters bounce around without fighting much, offering the occasional single strike while the power is out of range on both sides.",0,0.0013749116889539745,0
17,Ibo Aslan (204) vs. Billy Elekana (204.5),"elekana gets off a few front kicks to disallow aslan from closing the distance, and he has his left hand coiled back ready to strike.",0,0.0013749116889539745,0
